,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Age_in_years,Dt_Customer_Day,Dt_Customer_Month,Dt_Customer_Year,TotalMntSpent,Total_Number_Purchases,Age Segmentation
1359,Graduation,Married,57304.0,0,1,61,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,0,Spain,71,11,3,2013,1026,25,Above 65 years
1360,Graduation,Married,71107.0,0,1,61,533,10,217,198,174,195,2,7,6,13,4,0,0,0,0,0,0,0,Spain,71,17,2,2013,1327,28,Above 65 years
1361,Master,Together,53253.0,1,1,61,216,9,57,20,9,125,7,4,3,5,5,0,0,0,0,0,0,0,Central America,47,11,2,2013,436,19,Between 45 and 54
1362,Graduation,Married,81320.0,0,0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,South America,64,6,2,2013,928,18,Between 55 and 64
1363,2n Cycle,Married,87000.0,0,0,61,196,25,607,67,17,49,1,4,6,7,2,0,0,0,0,0,0,0,Australia,30,15,12,2012,961,18,Between 25 and 34
1364,Graduation,Married,40049.0,0,1,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,India,48,29,11,2012,290,14,Between 45 and 54
1365,Graduation,Married,63684.0,0,1,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,Spain,52,26,11,2012,1464,23,Between 45 and 54
1366,Graduation,Married,69016.0,0,1,61,726,53,363,123,107,161,4,8,9,13,5,0,0,0,0,0,0,0,Spain,52,22,11,2012,1533,34,Between 45 and 54
1367,Graduation,Married,7500.0,0,1,61,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,0,Spain,43,29,8,2012,18,4,Between 35 and 44
1368,Graduation,Married,73803.0,0,1,61,833,80,363,52,26,174,2,9,5,6,6,1,0,0,0,0,1,0,Central America,65,1,8,2012,1528,22,Between 55 and 64
1369,2n Cycle,Married,46094.0,1,1,62,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,0,Spain,49,10,6,2014,44,5,Between 45 and 54
1370,PhD,Married,85844.0,0,0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,1,0,0,0,0,Spain,49,29,5,2014,1958,20,Between 45 and 54
1371,Master,Married,38452.0,1,1,62,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,0,Spain,67,30,3,2014,72,9,Above 65 years
1372,Graduation,Married,80395.0,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,Australia,67,23,11,2013,1380,24,Above 65 years
1373,Graduation,Together,87679.0,0,0,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,1,0,Central America,34,27,7,2013,2524,29,Between 25 and 34
1374,Master,Divorced,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,South America,73,13,6,2013,390,16,Above 65 years
1375,PhD,Together,44124.0,0,1,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,Spain,76,11,5,2013,397,17,Above 65 years
1376,PhD,Single,50729.0,1,1,62,239,13,143,45,4,52,9,6,2,7,6,0,0,0,0,0,0,0,South America,64,2,5,2013,496,24,Between 55 and 64
1377,Graduation,Together,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,South America,69,4,3,2013,2302,18,Above 65 years
1378,Graduation,Together,94384.0,0,0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,0,Spain,69,4,3,2013,2302,18,Above 65 years
1379,Graduation,Single,34412.0,1,0,62,52,12,50,4,36,55,3,5,0,3,9,0,0,0,0,0,0,0,Australia,32,13,2,2013,209,11,Between 25 and 34
1380,Graduation,Married,31158.0,1,0,62,25,6,16,20,0,5,2,2,0,3,8,0,0,0,0,0,0,0,Spain,37,27,1,2013,72,7,Between 35 and 44
1381,Graduation,Married,34838.0,1,1,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,Central America,71,19,1,2013,170,10,Above 65 years
1382,Graduation,Married,56775.0,0,1,62,614,35,160,58,35,35,2,5,8,10,5,0,0,0,0,0,0,0,Spain,43,2,1,2013,937,25,Between 35 and 44
1383,PhD,Widow,54356.0,0,1,62,710,15,30,20,0,0,3,11,2,8,8,0,0,0,0,0,1,0,Spain,73,19,11,2012,775,24,Above 65 years
1384,PhD,Married,72159.0,0,0,62,322,53,899,34,40,53,1,4,6,10,2,0,0,0,0,0,0,0,Spain,44,29,10,2012,1401,21,Between 35 and 44
1385,Graduation,Single,8028.0,0,0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,0,0,0,0,0,Spain,31,18,9,2012,178,16,Between 25 and 34
1386,Master,Together,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,South America,70,23,8,2012,1374,23,Above 65 years
1387,PhD,Together,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,Spain,73,22,5,2014,976,27,Above 65 years
1388,PhD,Together,67911.0,0,1,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,Germany,73,22,5,2014,976,27,Above 65 years
1389,PhD,Together,20427.0,1,0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,0,Spain,49,24,3,2014,10,4,Between 45 and 54
1390,PhD,Single,32303.0,0,1,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,0,India,52,8,3,2014,39,7,Between 45 and 54
1391,PhD,Married,55954.0,0,1,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,0,Australia,54,3,3,2014,518,19,Between 45 and 54
1392,PhD,Together,49187.0,0,1,63,81,1,31,2,1,0,1,1,1,5,2,0,0,0,0,0,0,0,Spain,46,11,1,2014,116,8,Between 45 and 54
1393,Master,Together,49854.0,1,0,63,123,17,171,39,0,30,5,6,2,5,6,0,0,0,0,0,0,0,Central America,50,10,11,2013,380,18,Between 45 and 54
1394,Graduation,Divorced,63693.0,0,1,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,0,South America,44,14,10,2013,1150,29,Between 35 and 44
1395,Master,Married,19510.0,2,0,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,0,Central America,37,4,9,2013,30,6,Between 35 and 44
1396,Graduation,Divorced,52332.0,0,0,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,0,India,63,28,8,2013,259,12,Between 55 and 64
1397,Graduation,Together,55593.0,0,1,63,293,8,124,11,4,106,2,6,6,3,6,1,0,0,0,0,0,0,India,49,21,8,2013,546,17,Between 45 and 54
1398,Graduation,Together,54591.0,0,1,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,Australia,73,5,8,2013,519,19,Above 65 years
1399,2n Cycle,Widow,74859.0,0,0,63,570,73,614,133,102,73,1,6,5,11,3,0,0,0,1,0,0,0,Central America,73,3,6,2013,1565,23,Above 65 years
1400,Graduation,Divorced,40851.0,1,1,63,23,1,7,0,4,24,1,1,1,2,7,0,0,0,0,0,0,0,Central America,51,21,2,2013,59,5,Between 45 and 54
1401,PhD,Married,58607.0,0,1,63,867,0,86,0,0,19,3,2,3,9,8,0,1,0,0,0,0,0,United States of America,73,23,12,2012,972,17,Above 65 years
1402,Basic,Single,7500.0,1,0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,0,Spain,30,3,12,2012,119,11,Between 25 and 34
1403,PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,Spain,47,1,12,2012,990,16,Between 45 and 54
1404,PhD,Single,52614.0,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,Mexico,47,1,12,2012,990,16,Between 45 and 54
1405,Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,Spain,48,12,8,2012,1174,32,Between 45 and 54
1406,Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,India,48,12,8,2012,1174,32,Between 45 and 54
1407,Graduation,Married,67445.0,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,Australia,48,12,8,2012,1174,32,Between 45 and 54
1408,PhD,Married,36778.0,1,1,63,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,0,Spain,54,5,8,2012,77,9,Between 45 and 54
1409,Graduation,Together,39453.0,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,Spain,39,3,4,2014,55,7,Between 35 and 44
1410,PhD,Together,42731.0,1,0,64,159,2,51,6,2,24,3,4,1,5,5,0,0,0,0,0,0,0,South America,53,21,10,2013,244,13,Between 45 and 54
1411,PhD,Single,40760.0,0,1,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,Central America,57,30,8,2013,93,8,Between 55 and 64
1412,PhD,Married,69969.0,0,0,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,0,Spain,57,27,8,2013,1536,13,Between 55 and 64
1413,Graduation,Single,80317.0,0,0,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,0,Central America,67,20,8,2013,1231,18,Above 65 years
1414,Master,Together,66636.0,0,0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,0,Spain,65,17,8,2013,1084,17,Between 55 and 64
1415,Master,Married,54730.0,0,1,64,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,0,Spain,47,15,8,2013,405,18,Between 45 and 54
1416,Master,Divorced,42835.0,1,1,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,India,51,30,6,2013,595,23,Between 45 and 54
1417,Master,Married,53843.0,0,1,64,378,0,88,19,4,73,4,8,5,3,7,0,0,0,0,0,0,0,South America,57,27,6,2013,562,20,Between 55 and 64
1418,Graduation,Married,79530.0,0,0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,0,Spain,62,17,5,2013,1348,26,Between 55 and 64
1419,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,South America,54,21,4,2013,908,22,Between 45 and 54
1420,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,Spain,54,21,4,2013,908,22,Between 45 and 54
1421,Master,Divorced,63841.0,0,1,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,0,Australia,54,21,4,2013,908,22,Between 45 and 54
1422,Master,Married,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,Spain,39,5,4,2013,37,5,Between 35 and 44
1423,Master,Married,27100.0,1,0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,0,0,0,0,0,Germany,39,5,4,2013,37,5,Between 35 and 44
1424,Master,Single,72309.0,0,0,64,960,0,883,50,38,0,1,5,6,8,3,0,0,0,1,0,1,0,Central America,46,11,3,2013,1931,20,Between 45 and 54
1425,Graduation,Single,50664.0,1,1,64,313,8,104,6,4,126,9,8,1,6,9,0,0,0,0,0,0,0,South America,63,16,1,2013,561,24,Between 55 and 64
1426,Basic,Single,20194.0,1,0,64,0,4,7,11,10,15,2,2,0,3,6,0,0,0,0,0,0,0,Spain,43,17,12,2012,47,7,Between 35 and 44
1427,PhD,Married,76618.0,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,Australia,47,7,12,2012,1511,11,Between 45 and 54
1428,PhD,Married,45207.0,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,Spain,48,10,11,2012,215,15,Between 45 and 54
1429,Graduation,Married,56721.0,1,1,64,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,0,Spain,50,31,10,2012,296,15,Between 45 and 54
1430,Graduation,Widow,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,1,0,South America,56,18,9,2012,107,7,Between 55 and 64
1431,Graduation,Single,23763.0,1,0,64,22,0,6,6,2,6,1,1,0,3,7,0,0,0,0,0,0,0,Spain,45,7,8,2012,42,5,Between 45 and 54
1432,Graduation,Married,37085.0,1,1,65,39,1,16,2,0,3,4,3,0,3,8,0,0,0,0,0,0,0,India,47,26,6,2014,61,10,Between 45 and 54
1433,Master,Married,49605.0,0,0,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,0,Central America,56,21,6,2014,127,8,Between 55 and 64
1434,Graduation,Divorced,1730.0,0,0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,0,Spain,51,18,5,2014,8,15,Between 45 and 54
1435,Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,United States of America,27,26,3,2014,23,4,Between 25 and 34
1436,Graduation,Single,34824.0,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,Spain,27,26,3,2014,23,4,Between 25 and 34
1437,Master,Married,63206.0,0,0,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,0,Central America,48,20,3,2014,928,14,Between 45 and 54
1438,Graduation,Divorced,26759.0,1,0,65,25,3,16,8,5,2,2,2,1,3,6,0,0,0,0,0,0,0,Australia,50,7,2,2014,59,8,Between 45 and 54
1439,PhD,Divorced,55412.0,1,1,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,Central America,46,22,11,2013,63,6,Between 45 and 54
1440,Graduation,Together,33590.0,2,1,65,4,0,2,0,0,2,1,1,0,2,7,0,0,0,0,0,0,0,Central America,48,3,11,2013,8,4,Between 45 and 54
1441,Graduation,Married,70886.0,1,0,65,407,70,239,103,88,53,1,5,4,4,2,0,0,0,0,0,0,0,Spain,51,14,10,2013,960,14,Between 45 and 54
1442,Graduation,Single,72679.0,0,1,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,Spain,53,18,9,2013,1168,17,Between 45 and 54
1443,Master,Married,65073.0,0,0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,0,1,Spain,79,20,8,2013,900,14,Above 65 years
1444,Graduation,Married,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,Spain,57,23,6,2013,42,6,Between 55 and 64
1445,Master,Together,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,Central America,69,20,6,2013,660,22,Above 65 years
1446,Master,Together,56129.0,0,1,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,0,Spain,69,20,6,2013,660,22,Above 65 years
1447,Graduation,Together,38590.0,1,0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,0,South America,51,15,5,2013,22,4,Between 45 and 54
1448,2n Cycle,Together,53083.0,1,1,65,215,7,33,3,0,13,6,5,1,5,7,0,1,0,0,0,0,0,India,64,15,5,2013,271,17,Between 55 and 64
1449,2n Cycle,Single,79689.0,0,0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,0,0,0,0,0,Spain,46,12,5,2013,1315,27,Between 45 and 54
1450,Graduation,Single,34704.0,0,1,65,29,0,5,0,1,5,1,1,0,3,5,0,0,0,0,0,0,0,Central America,56,27,4,2013,40,5,Between 55 and 64
1451,Graduation,Married,65316.0,1,1,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,Spain,60,24,4,2013,260,12,Between 55 and 64
1452,PhD,Married,41014.0,1,0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,0,0,0,0,0,Spain,44,22,4,2013,20,4,Between 35 and 44
1453,Graduation,Together,19740.0,0,1,65,7,11,3,10,4,20,2,1,1,3,5,0,0,0,0,0,0,0,India,62,24,3,2013,55,7,Between 55 and 64
1454,Basic,Together,23724.0,1,0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,0,Spain,43,8,1,2013,75,7,Between 35 and 44
1455,PhD,Married,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,Spain,53,23,11,2012,1182,20,Between 45 and 54
1456,Graduation,Widow,79800.0,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,1,0,Spain,67,23,9,2012,1867,22,Above 65 years
1457,Graduation,Divorced,70647.0,0,1,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,South America,55,21,9,2012,1079,26,Between 55 and 64
1458,PhD,Married,38410.0,0,0,65,153,64,123,116,64,14,2,5,2,9,6,0,0,0,0,0,1,0,Central America,48,14,9,2012,534,18,Between 45 and 54
1459,Graduation,Single,28071.0,0,0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,0,0,0,0,0,Spain,42,29,8,2012,313,13,Between 35 and 44
1460,Graduation,Single,54803.0,0,1,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,0,Spain,53,21,8,2012,693,19,Between 45 and 54
1461,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,Spain,29,4,5,2014,1127,16,Between 25 and 34
1462,Graduation,Single,74293.0,0,0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,South America,29,4,5,2014,1127,16,Between 25 and 34
1463,2n Cycle,Married,35684.0,1,0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,0,Spain,38,22,4,2014,30,5,Between 35 and 44
1464,PhD,Together,34320.0,1,0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,0,South America,36,16,2,2014,17,4,Between 35 and 44
1465,Graduation,Single,41967.0,1,1,66,23,4,10,0,2,15,1,1,0,3,4,0,0,0,0,0,0,0,Central America,41,23,11,2013,54,5,Between 35 and 44
1466,Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,Central America,46,4,11,2013,458,21,Between 45 and 54
1467,Master,Married,49681.0,0,2,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,South America,46,4,11,2013,458,21,Between 45 and 54
1468,Graduation,Together,53187.0,1,0,66,211,2,30,7,7,10,2,4,1,6,5,0,0,0,0,0,0,0,Spain,52,26,10,2013,267,13,Between 45 and 54
1469,Graduation,Together,86610.0,0,0,66,446,107,768,33,196,53,1,5,6,6,2,0,0,0,0,0,0,0,Spain,71,5,9,2013,1603,18,Above 65 years
1470,Graduation,Married,70951.0,0,0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,0,South America,37,4,5,2013,1198,17,Between 35 and 44
1471,Graduation,Single,24206.0,1,0,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,Spain,52,8,3,2013,25,5,Between 45 and 54
1472,Graduation,Married,55357.0,2,0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,India,37,19,2,2013,727,22,Between 35 and 44
1473,Graduation,Married,58113.0,0,1,66,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,1,Spain,63,25,1,2013,758,22,Between 55 and 64
1474,PhD,Married,70643.0,0,0,66,1218,107,304,23,143,33,1,5,8,4,6,0,0,0,0,0,1,0,Spain,38,15,10,2012,1828,18,Between 35 and 44
1475,PhD,Married,64355.0,1,0,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,Spain,37,24,8,2012,1445,21,Between 35 and 44
1476,Master,Together,82576.0,0,0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,South America,63,1,8,2012,1910,19,Between 55 and 64
1477,PhD,Single,41644.0,1,1,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,0,Spain,50,9,5,2014,31,6,Between 45 and 54
1478,Graduation,Married,72570.0,0,0,67,274,83,216,151,141,224,1,4,6,12,1,0,0,0,0,0,0,0,Spain,38,25,4,2014,1089,23,Between 35 and 44
1479,Graduation,Divorced,30630.0,1,1,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,Spain,57,27,1,2014,52,7,Between 55 and 64
1480,Master,Single,22944.0,1,0,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,Spain,41,23,12,2013,76,9,Between 35 and 44
1481,PhD,Divorced,86979.0,0,0,67,584,100,835,65,83,35,1,5,5,5,2,1,0,0,0,0,1,0,Spain,51,7,11,2013,1702,16,Between 45 and 54
1482,Graduation,Single,51411.0,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,Spain,52,23,8,2013,1052,21,Between 45 and 54
1483,PhD,Together,82072.0,0,0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,South America,52,2,7,2013,2018,19,Between 45 and 54
1484,Master,Divorced,52034.0,1,1,67,146,0,93,7,13,73,5,4,2,5,7,0,0,0,0,0,0,0,Spain,49,17,5,2013,332,16,Between 45 and 54
1485,Graduation,Single,72354.0,0,0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,South America,29,17,4,2013,1228,19,Between 25 and 34
1486,Graduation,Together,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,Spain,39,21,3,2013,52,7,Between 35 and 44
1487,Graduation,Together,28427.0,1,0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,0,India,39,21,3,2013,52,7,Between 35 and 44
1488,Master,Single,39858.0,1,0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,1,0,South America,53,24,1,2013,95,7,Between 45 and 54
1489,Master,Married,67381.0,0,1,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,0,Spain,71,15,1,2013,957,17,Above 65 years
1490,Basic,Single,23529.0,0,1,67,9,7,13,3,2,20,1,1,1,2,6,0,0,0,0,0,0,0,Spain,57,7,1,2013,54,5,Between 55 and 64
1491,Graduation,Married,51479.0,1,1,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,0,Spain,55,28,12,2012,494,22,Between 55 and 64
1492,Graduation,Married,76068.0,0,1,67,1115,12,128,33,12,76,1,2,3,4,6,0,1,0,0,1,0,0,Germany,47,29,11,2012,1376,10,Between 45 and 54
1493,Graduation,Single,22507.0,0,0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,Central America,68,24,11,2012,570,19,Above 65 years
1494,Graduation,Single,52413.0,1,0,67,185,8,133,56,56,12,2,7,1,7,7,0,0,0,0,0,0,0,Spain,38,3,11,2012,450,17,Between 35 and 44
1495,Graduation,Together,50116.0,1,1,68,54,0,10,0,0,2,2,1,0,4,5,0,1,0,0,0,0,0,Germany,65,20,6,2014,66,7,Between 55 and 64
1496,Graduation,Single,76624.0,0,1,68,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,0,Spain,60,24,5,2014,899,23,Between 55 and 64
1497,Graduation,Together,34587.0,1,1,68,7,2,9,2,0,2,2,1,0,3,4,0,0,0,0,0,0,0,Germany,69,16,5,2014,22,6,Above 65 years
1498,PhD,Single,62159.0,0,0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,0,0,0,0,0,United States of America,76,28,4,2014,634,19,Above 65 years
1499,Graduation,Single,66294.0,0,0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,0,0,0,0,0,Spain,57,17,3,2014,967,13,Between 55 and 64
1500,PhD,Together,5648.0,1,1,68,28,0,6,1,1,13,1,1,0,0,20,1,0,0,0,0,0,0,United States of America,72,13,3,2014,49,2,Above 65 years
1501,Graduation,Together,37235.0,1,0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,0,Spain,38,1,2,2014,61,5,Between 35 and 44
1502,Graduation,Widow,85620.0,0,0,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,1,0,Spain,58,7,1,2014,1600,14,Between 55 and 64
1503,Graduation,Together,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,South America,38,27,12,2013,66,10,Between 35 and 44
1504,Master,Single,41020.0,0,0,68,112,1,54,7,7,36,1,3,2,4,3,0,0,0,0,0,0,0,Central America,35,28,10,2013,217,10,Between 35 and 44
1505,Graduation,Single,36108.0,1,0,68,141,8,129,3,11,47,3,7,1,4,9,1,0,0,0,0,0,0,South America,38,15,10,2013,339,15,Between 35 and 44
1506,Master,Divorced,57530.0,0,1,68,50,1,27,6,7,1,1,1,1,4,1,0,0,0,0,0,0,0,India,71,12,10,2013,92,7,Above 65 years
1507,2n Cycle,Married,62905.0,0,1,68,166,75,96,119,107,59,3,7,2,8,4,0,0,0,0,0,0,0,Spain,58,10,9,2013,622,20,Between 55 and 64
1508,PhD,Married,65846.0,0,0,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,0,Central America,77,17,5,2013,1120,16,Above 65 years
1509,Graduation,Married,34380.0,1,0,68,72,7,58,13,1,24,4,4,1,3,8,0,0,0,0,0,0,0,Central America,45,2,5,2013,175,12,Between 45 and 54
1510,Graduation,Divorced,41638.0,0,1,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,Spain,58,13,2,2013,441,17,Between 55 and 64
1511,Graduation,Together,63207.0,0,0,68,438,169,565,91,169,70,1,2,3,6,7,0,0,0,1,0,0,0,Spain,30,20,1,2013,1502,12,Between 25 and 34
1512,Graduation,Together,28320.0,0,1,68,19,1,14,3,2,4,1,1,0,3,8,0,0,0,0,0,0,0,Spain,72,14,1,2013,43,5,Above 65 years
1513,Graduation,Married,43140.0,0,1,68,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,0,Spain,65,5,1,2013,235,11,Between 55 and 64
1514,Graduation,Married,52531.0,0,0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,0,Spain,51,30,12,2012,794,21,Between 45 and 54
1515,Graduation,Divorced,40246.0,1,0,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,0,Germany,45,19,12,2012,13,4,Between 45 and 54
1516,Graduation,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,1,0,Spain,38,13,11,2012,497,18,Between 35 and 44
1517,Graduation,Together,35196.0,1,0,68,75,12,141,43,39,187,6,6,1,5,8,0,0,0,0,0,0,0,Spain,38,13,11,2012,497,18,Between 35 and 44
1518,Graduation,Single,70596.0,0,0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,0,0,0,0,0,Spain,37,5,10,2012,968,21,Between 35 and 44
1519,PhD,Single,52597.0,0,1,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,South America,60,7,5,2014,578,20,Between 55 and 64
1520,Master,Single,42394.0,1,0,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,0,Germany,50,23,3,2014,32,5,Between 45 and 54
1521,Graduation,Single,81657.0,0,0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,0,Spain,53,22,1,2014,1097,16,Between 45 and 54
1522,PhD,Married,49154.0,1,1,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,Spain,62,3,11,2013,411,19,Between 55 and 64
